COD_ITEM;ITEM;TIPO_ITEM;UNIDAD_MEDIDA;ProductID
TKEBUN21A0011;HERRAMIENTAS Y ARTICULOS PROFESIONALES PARA TRABAJOS EN LA ...-MYF HERRAMIENTAS;E;BTS;47226
TKEBUN21B0005;REPUESTO EXCLUSIVO PARA MAQUINAS ELECTROEROSIONADORAS DE CORTE;E;BTS;47227
TKEBUN21C0012;VALVULAS DE TRANSMISION HIDRAULICA;E;BTS;47228
TKEBUN2210001;TKEBUN2210001 INCOLDEXT SAS EQUIPOS DE CONTROL DE INCENDIOS;E;BTS;47229
TKEBUN2220004;ART�CULOS DE SEGURIDAD;E;BTS;47230
TKHBUN21C0001;GOMENAL - LAMINAS EN ROLLAS DE ACERO INOXIDABLE;E;BTS;47231
TKLBUN02908;IBUPROFENO;E;BTS;47232
TKL-CTG-00301;PRENDAS PARA MUJER - OPERADOR LOGISTICO FERIA INTERNACIONAL;E;BTS;47233
TL 1712 2021;CRACH KIT PRIME. CRACH KIT ELYSION. CRASH KIT COOLTECH;E;CTN;47234
TL01;TERMO PARA LIQUIDOS POLITHER 0_4 LTS;ZF;U;47235
TL01_;TERMO PARA LIQUIDO POLITHER O 4 LTS;ZF;U;47236
TL02;TERMO PARA LIQUIDOS CLASSIC CC 0.4 L;ZF;U;47237
TL02_;TERMO PARA LIQUIDOS CLASSIC CC 0.4 L;ZF;U;47238
TL04;TERMO PARA LIQUIDOS CLASSIC 1.9 L;ZF;U;47239
TL04_;TERMO PARA LIQUIDOS POLI THER 1.9 L;ZF;U;47240
TL16;TERMO PARA LIQUIDOS PREMIUM 1.6 L;ZF;U;47241
TL21-00385;TEJIDOS;E;BTS;47242
TL22-00044;TEXTILES- CO Y TEX;E;BTS;47243
TL24;TERMO PARA LIQUIDOS PREMIUM 2.4 L;ZF;U;47244
TL24_;TERMO PARA LIQUIDOS PREMIUM 2.4 L;ZF;U;47245
TL43;TERMO PARA LIQUIDOS POLITHER PREMIUM 4.3 LTS;ZF;U;47246
TL43_;TERMO PARA LIQUIDOS POLITHER PREMIUM 4.3 LT;ZF;U;47247
TLC-003-22;PRENDAS DE VESTIR;E;BTS;47248
TLC-004-22;PRENDAS DE VESTIR;E;BTS;47249
TLC-005-22;PRENDAS DE VESTIR;E;BTS;47250
TLC-006-22;PRENDAS DE VESTIR;E;BTS;47251
TLC-007-22;PRENDAS DE VESTIR;E;BTS;47252
TLC-007-32;PRENDAS DE VESTIR;E;BTS;47253
TLC-008-22;PRENDAS DE VESTIR;E;BTS;47254
TLC-009-22;PRENDAS DE VESTIR;E;BTS;47255
TLC-010-22;PRENDAS DE VESTIR;E;BTS;47256
TLC-012-22;PRENDAS DE VESTIR;E;BTS;47257
TLC-013-22;PRENDAS DE VESTIR - ADF;E;BTS;47258
TLC-014-22;PRENDAS DE VESTIR - ADF COLOMBIA;E;BTS;47259
TLC-015-22;PRENDAS DE VESTIR - ADF COLOMBIA;E;BTS;47260
TLC-016-22;PRENDAS DE VESTIR - AMERICAN APPAREL;E;BTS;47261
TLC-017-22;PRENDAS DE VESTIR - ADF COLOMBIA;E;BTS;47262
TLC-019-22;PRENDAS DE VESTIR;E;BTS;47263
TLC-020-22;PRENDAS DE VESTIR. CONFECCIONES. ACCESORIOS;E;BTS;47264
TLC-021-22;PRENDAS DE VESTIR. CONFECCIONES.ACCESORIOS;E;BTS;47265
TLC-022-22;PRENDAS DE VESTIR;E;BTS;47266
TLC-023-22;PRENDAS DE VESTIR;E;BTS;47267
TLC-027-22;PRENDAS DE VESTIR;E;BTS;47268
TLC-028-22;PRENDAS DE VESTIR;E;BTS;47269
TLC-029-22;PRENDAS DE VESTIR;E;BTS;47270
TLC-030-22;PRENDAS DE VESTIR;E;BTS;47271
TLC-031-22;PRENDAS DE VESTIR;E;BTS;47272
TLC-032-22;PRENDAS DE VESTIR;E;BTS;47273
TLC-033-22;PRENDAS DE VESTIR;E;BTS;47274
TLC-034-22;PRENDAS DE VESTIR;E;BTS;47275
TLC-035-22;PRENDAS DE VESTIR;E;BTS;47276
TLC-036-22;PRENDAS DE VESTIR;E;BTS;47277
TLC-037-22;PRENDAS DE VESTIR;E;BTS;47278
TLC-038-22;PRENDAS DE VESTIR;E;BTS;47279
TLC-039-22;PRENDAS DE VESTIR;E;BTS;47280
TLC-040-22;PRENDAS DE VESTIR;E;BTS;47281
TLC-042-22;PRENDAS DE VESTIR;E;BTS;47282
TLC-043-22;PRENDAS DE VESTIR;E;BTS;47283
TLC-044-22;PRENDAS DE VESTIR;E;BTS;47284
TLC-045-22;PRENDAS DE VESTIR;E;BTS;47285
TLC-046-22;PRENDAS DE VESTIR;E;BTS;47286
TLC-050-22;PERFUMES.BOLSOS.COSMETIQUERAS.SOPORTES PARA AURICULARES;E;BTS;47287
TLC-056-22;PRENDAS DE VESTIR / CONFECCIONES/ ACCESORIOS / CALZADO: CHANCLETAS. ZAPATILLAS;E;BTS;47288
TLC-057-22;PRENDAS DE VESTIR;E;BTS;47289
TLC-058-22;PRENDAS DE VESTIR;E;BTS;47290
TLC-059-22;PRENDAS DE VESTIR;E;BTS;47291
TLC-060-22;PRENDAS DE VESTIR;E;BTS;47292
TLC-061-22;PRENDAS DE VESTIR;E;BTS;47293
TLC-062-22;PRENDAS DE VESTIR;E;BTS;47294
TLC-063-22;PRENDAS DE VESTIR;E;BTS;47295
TLC-064-22;PRENDAS DE VESTIR;E;BTS;47296
TLC-065-22;PRENDAS DE VESTIR;E;BTS;47297
TLC-066-22;DISPOSITIVOS DE SEGURIDAD;E;BTS;47298
TLC-072-22;CONFECCIONES. PRENDAS DE VESTIR;E;BTS;47299
TLC-073-22;PRENDAS DE VESTIR;E;BTS;47300
TLC-074-22;PRENDAS DE VESTIR;E;BTS;47301
TLC-075-22;PRENDAS DE VERTIR - ADF;E;BTS;47302
TLC-076-22;CONFECCIONES. PRENDAS DE VESTIR;E;BTS;47303
TLC-077-22;PRENDAS DE VESTIR;E;BTS;47304
TLC-078-22;PRENDAS DE VESTIR - ADF COLOMBIA;E;BTS;47305
TLC-079-22;PRENDAS DE VESTIR - ADF;E;BTS;47306
TLC-080-22;PRENDAS DE VESTIR;E;BTS;47307
TLC-081-22;PRENDAS DE VESTIR;E;BTS;47308
TLC-082-22;PRENDAS DE VESTIR / SUETER. BOLSAS;E;BTS;47309
TLC-083-22;PRENDAS DE VESTIR;E;BTS;47310
TLC-084-22;PRENDAS DE VESTIR;E;BTS;47311
TLC-085-22;PRENDAS DE VESTIR;E;BTS;47312
TLC-086-22;PRENDAS DE VESTIR;E;BTS;47313
TLC-087-22;PRENDAS DE VESTIR;E;BTS;47314
TLC-088-22;PRENDAS DE VESTIR;E;BTS;47315
TLC-089-22;PRENDAS DE VESTIR;E;BTS;47316
TLC-090-22;PRENDAS DE VESTIR;E;BTS;47317
TLC-091-22;AGUAS DE TOCADOR.PERFUMES.BOLSOS;E;BTS;47318
TLC-094-22;PRENDAS DE VESTIR;E;BTS;47319
TLC-095-22;PRENDAS DE VESTIR;E;BTS;47320
TLC-104-22;CONFECCIONES. PRENDAS DE VESTIR. CONFECCIONES. CALZADO. ACCESORIOS;E;BTS;47321
TLC-105-22;CONFECCIONES. PRENDAS DE VESTIR. CONFECCIONES. ACCESORIOS;E;BTS;47322
TLC-106-22;CONFECCIONES. PRENDAS DE VESTIR. CONFECCIONES. ACCESORIOS;E;BTS;47323
TLC-107-22;CONFECCIONES. PRENDAS DE VESTIR. CONFECCIONES. ACCESORIOS;E;BTS;47324
TLC-108-22;CONFECCIONES. PRENDAS DE VESTIR. CONFECCIONES. ACCESORIOS;E;BTS;47325
TLC-109-22;CONFECCIONES. PRENDAS DE VESTIR. CONFECCIONES. ACCESORIOS;E;BTS;47326
TLC-110-22;CONFECCIONES. PRENDAS DE VESTIR. CONFECCIONES. CALZADO. ACCESORIOS;E;BTS;47327
TLC-112-22;CONFECCIONES. PRENDAS DE VESTIR. CONFECCIONES. CALZADO. ACCESORIOS;E;BTS;47328
TLC-113-22;PRENDAS DE VESTIR - AMERICAN APPAREL;E;BTS;47329
TLC-114-22;PRENDAS DE VESTIR;E;BTS;47330
TLC-115-22;PRENDAS DE VESTIR - AMERICAN APPAREL;E;BTS;47331
TLC-116-22;PRENDAS DE VESTIR - AMERICAN APPAREL;E;BTS;47332
TLC-117-22;PRENDAS DE VESTIR - AMERICAN APPAREL;E;BTS;47333
TLC-118-22;PRENDAS DE VESTIR - AMERICAN APPAREL;E;BTS;47334
TLC-119-22;PRENDAS DE VESTIR - AMERICAN APPAREL;E;BTS;47335
TLC-251-21;PRENDAS DE VESTIR - ADF;E;BTS;47336
TLC-265-21;PRENDAS DE VESTIR;E;BTS;47337
TLC-266-21;CONFECCIONES - PRENDAS DE VESTIR - ACCESORIOS Y CALZADO;E;BTS;47338
TLC-267-21;PRENDAS DE VESTIR;E;BTS;47339
TLC-268-21;PRENDAS DE VESTIR;E;BTS;47340
TLC-269-21;PREDAS DE VESTIR;E;BTS;47341
TLC-270-21;PRENDAS DE VESTIR;E;BTS;47342
TLC-271-21;PRENDAS DE VESTIR ACCESORIOS;E;BTS;47343
TLC-272-21;PRENDAS DE VESTIR;E;BTS;47344
TLC-273-21;CONFECCIONES - PRENDAS DE VESTIR - ACCESORIOS Y CALZADO;E;BTS;47345
TLC-274-21;CONFECCIONES - PRENDAS DE VESTIR - ACCESORIOS Y CALZADO;E;BTS;47346
TLC-277-21;TLC-277-21 RESOF LLC SUCURSAL COLOMBIA VALVULAS;E;BTS;47347
TLC-278-21;PRENDAS DE VESTIR;E;BTS;47348
TLC-279-21;PRENDAS DE VESTIR;E;BTS;47349
TLC-280-21;PRENDAS DE VESTIR;E;BTS;47350
TLC-281-21;PRENDAS DE VESTIR;E;BTS;47351
TLC-282-21;PRENDAS DE VESTIR;E;BTS;47352
TLC-283-21;PRENDAS DE VESTIR;E;BTS;47353
TLC-284-21;PRENDAS DE VESTIR;E;BTS;47354
TLC-285-21;PRENDAS DE VESTIR;E;BTS;47355
TLC-286-21;PRENDAS DE VESTIR;E;BTS;47356
TLC-287-21;PRENDAS DE VESTIR;E;BTS;47357
TLC-288-21;PRENDAS DE VESTIR;E;BTS;47358
TLC-289-21;PRENDAS DE VESTIR;E;BTS;47359
TLC-290-21;PRENDAS DE VESTIR;E;BTS;47360
TLC-291-21;PRENDAS DE VESTIR;E;BTS;47361
TLC-292-21;PRENDAS DE VESTIR;E;BTS;47362
TLC-293-21;PRENDAS DE VESTIR;E;BTS;47363
TLCM-007-22;AMPLIFICADOR DE AUTO. TARJETA DE GARANTIA;E;BTS;47364
TLCM05121NZDO;TINAS PARA PIES GLAM;LD;BTS;47365
TLCM-074-21;RADIOS PARLANTES BOCINAS PARA AUTOMOVILES - COMERCIAL LA CABRERA;E;BTS;47366
TLEXP21080230B;GUANTES MEDICOS DESECHABLES-JG;E;BTS;47367
TLL-08664;ENVIROLYTE-BANCOLOMBIA;E;BTS;47368
TLLCGN21930104;LUZ SOLAR PARA ALUMBRADO PUBLICO CARGA SUELTA;E;BTS;47369
TLV: 15562960;CILINDROS DE COMPUERTA Y ACTUADOR DE TREN DE ATERRIZAJE;E;BTS;47370
TLV15450551;SODIUM CACODYLATE BPC 49;E;BTS;47371
TM17142-1;SWITCH. WIRELESS. ROUTER.GATEWAY;E;BTS;47372
TMD07022021;RADAR DE DETENCI�N DE INTRUSOS PARA DEMOSTRACI�N ENSE�ANZA Y ENTRENAMIENTO;E;BTS;47373
TML/60222/BUE/0122;TML/60222/BUE/0122-IMPLEMENTOS MEDICOS- JORGE MACHADO EQUIPOS MEDICOS SAS;E;BTS;47374
TMS20032797;TMS20032797 MOTORES DISEL MAQUINAGRO192;E;BTS;47375
TMSE1371686A;CALZADO MAQUINAS INDUSTRIA TEXTIL 1138-133-US MPVR016013 MPVR016014 BULTOS 660;E;BTS;47376
TMSE1626158;BOLSAS PARA ESTERILIZACION AUTOSELLABLES;E;BTS;47377
TMSE1628601;BOMBILLAS LED-INTERNATIONAL ELECTRONICOS;E;BTS;47378
TMSE1639416;TRACTORES CON ACCESORIOS;E;BTS;47379
TMSE1652907;ELEVADOR DE CARGA;E;BTS;47380
TMSE1655475;CABLES. PATCH PANEL. PATCH CORD. CONECTORES YFC-NEXUS;LD;BTS;47381
TMSE1666578;HILO POLIESTER HILO PARA BORDAR BANDA DE RESISTENCIA ACCESORIOS DEPORTE;E;BTS;47382
TMSE1674519;TORRE DE LUZ. PALETA ELECTRICA. COMPONENTE PARA ALISADORA CORTADOR DE CONCRETO E;E;BTS;47383
TMSE1674527;TORRE DE LUZ PALETA ELECTRICA COMPONENTES PARA ALISADORA CORTADORA DE CONCRETO;E;BTS;47384
TMSE1683339;ACCESORIOS INFORM�TICOS (RAT�N. PAD MOUSE. TECLADOS. BASE REFRIGERANTE.;E;BTS;47385
TMSE1688243;PORTA MASCOTAS DE PLASTICO GUILLERMO OLMOS;E;BTS;47386
TMSE1699104;CABLE DE FIBRA OPTICA;E;BTS;47387
TMSE1725201;PERNOS - MUNDIAL DE TORNILLOS;E;BTS;47388
TMSE1730676A;LAMINA BLISTER NATURAL. LAMINA BLISTER BLANCA;E;BTS;47389
TMSE1730676B;LAMINA BLISTER NATURAL - LAMINA DE AMPOLLA BLANCA - PVC TRANSPARENTE - PVC;E;BTS;47390
TMSE1730676C;LAMINA BLISTER NATURAL;E;BTS;47391
TMSE1730676D;LAMINA BLISTER NATURAL;E;BTS;47392
TMSE1731217;PVC AMARILLA. PVC BLANCA. PVC NARANJA;E;BTS;47393
TMSE1731217A;PVC TRANSPARENTE;E;BTS;47394
TMSE1731217B;PVC - LABQUIFAR;E;BTS;47395
TMSE1731217C;PVC AMARILLO. PVC BLANCO;E;BTS;47396
TMSE1736752;PIEZAS Y PARTES PARA ENSAMBLE DE MOTOCICLETAS - LM MOTORS;E;BTS;47397
TMSE1740822;TAPETES PARQUES INFANTIL LAMPARAS SOLARES BOTELLAS DE ALUMINIO;E;BTS;47398
TMSE1773291;LED LAMPS LAMPARAS LED-EGLO 10834;E;BTS;47399
TMSE1781565;ANTENADTH 75 ROJA;E;BTS;47400
TMSE1783075;TORNILLOS. PERNOS ESPARRAGOS;E;BTS;47401
TMSE1785596B;LUCES Y REPUESTOS MUEBLES CON REPUESTOS ACCESORIOS DE DECORACION-EGLO-10913;E;BTS;47402
TNLNASBUN2204481;PARTES PIEZAS Y ACCESORIOS PARA VEHICULOS IMPORTADORA LAS TRACTOMULAS SAS;E;BTS;47403
TNT 70GR;ROLLOS TNT 70 GR - MAGLO;NE;M2;47404
TNT30GR;ROLLOS TNT 30 GR - MAGLO;NE;M2;47405
TNT30GRBCONZDO;ROLLOS TNT 30 GR - BLANCO - MAGLO - LD;LD;M2;47406
TNT50GR;ROLLOS TNT 50 GR - MAGLO;NE;M2;47407
TO00015398;TUBOS DE COBRE Y LATON;E;BTS;47408
TOBILLERA ABEJA;TOBILLERA ABEJA;ZF;U;47409
TOBILLERA PESPUNTE;TOBILLERA PESPUNTE;ZF;2U;47410
TOBILLERA PU�O RAYAS;TOBILLERA PU�O RAYAS;ZF;2U;47411
TOBILLERA TREBOLES;TOBILLERA TREBOLES;ZF;U;47412
TOBILLERA ZIGZAG;TOBILLERA ZIGZAG;ZF;2U;47413
TOH000000046PX;LLAVES MIXTAS;E;U;47414
TOLVA;TOLVA;NE;U;47415
TOMA DOBLE;TOMA DOBLE;NE;U;47416
TOMATE DE ARBOL;TOMATE DE ARBOL FRESCO;NE;KG;47417
TOMATE DE ARBOL GARRAFA.;PULPA DE FRUTA DE TOMATE DE ARBOL / TAMARILLO TREE TOMATO FRUIT PULP WITH SUGAR;ZF;BTS;47418
TOMATE DE ARBOL.;TOMATE DE ARBOL AL VACIO X 397 GR / TAMARILLO TREE TOMATO FRUIT X 397 GR;ZF;BTS;47419
TOP REF 7656;TOP REF 7656;ZF;U;47420
TOP REF 7673;TOP REF 7673;ZF;U;47421
TOP REF 7687;TOP REF 7687;ZF;U;47422
TOR0088498;PREPARACIONES COSMETICAS.PREPARACIONES PARA EL CUIDADO DE LA PIEL.MAQUI..-ELCA;E;BTS;47423
TOR0089410;PERPARACIONES COSMETICAS.PREPARACIONES PARA EL CUIDADO DE LA PIEL-ELCA;E;BTS;47424
TOR008N;TORNILLO DE TAPON PARA GRANALLADO;E;U;47425
TOR0090026;REPARACIONES COSM�TICAS. PREPARACIONES PARA EL CUIDADO DE LA PIEL;E;BTS;47426
TOR0090559;PREPARACIONES COSMETICAS;E;BTS;47427
TOR0090733;PREPARACIONES COSMETICAS;E;BTS;47428
TOR0090845;PREPARACIONES COSMETICAS;E;BTS;47429
TOR0092395;PREPARACIONES COSMETICAS;E;BTS;47430
TOR0093642;PREPARACIONES COSMETICAS-ELCA COSMETICOS COLOMBIA SAS;E;BTS;47431
TOR0093643;PREPARACIONES COSMETICAS-ELCA COSMETICOS COLOMBIA SAS;E;BTS;47432
TOR0093891;PREPARACIONES COSMETICAS;E;BTS;47433
TOR0094031;PREPARACIONES COSMETICAS;E;BTS;47434
TOR009N;TORNILLO DE TAPON PARA GRANALLADO;E;U;47435
TOR021N;TORNILLO DE TAP�N PARA GRANALLADO;E;U;47436
TORAXISM16C-LD;TORNILLO PARA PHIBO AXIS CONEXI�N INTERNA M1.6C;LD;U;47437
TORAXISM16-LD;TORNILLO PARA PHIBO AXIS CONEXI�N INTERNA M1.6;LD;U;47438
TOREXPIM18-LD;TORNILLO PARA PHIBO AXIS CONEXI�N EXTERNA M1.8;LD;U;47439
TORINPIM16-LD;TORNILLO PARA PHIBO AXIS CONEXI�N INTERNA M1.6;LD;U;47440
TORINPIM18C-LD;TORNILLO PARA PHIBO AXIS CONEXI�N INTERNA M1.8 C;LD;U;47441
TORNILLO DIN 7981 GARCIA;TORNILLO DIN 7981 GARCIA FAURA;E;U;47442
TORNILLO DIN 933 GARCIA;TORNILLO DIN 933 GARCIA FAURA;E;U;47443
TORNILLO SINFIN EXTRUSORA;TORNILLO SINFIN EXTRUSORA;LD;U;47444
TORNILLO Y CAMISA;TORNILLO Y CAMISA PARA EXTRUSORA;E;U;47445
TORNILLON;TORNILLO NACIONALIZADO;LD;U;47446
TORNILLOS;TORNILLO EN ACERO;NE;U;47447
TORNILLOS;TORNILLOS;NE;U;47448
TORNILLOS;TORNILLOS PARA CAMA;LD;KGM;47449
TORNILLOS;TORNILLOS Y TUERCAS NACIONALES;NE;U;47450
TORNILLOS AUTOPERFORANTE;TORNILLOS AUTOPERFORANTE EXTRAPLANO UNI;NE;U;47451
TORNILLOS CAMBIO DE BOLSA;VITI PER SCAMBIO SACCA;E;U;47452
TORNILLOS DE FIJACION;TORNILLOS DE FIJACION;E;U;47453
TORNILLOS Y TUERCAS;TORNILLOS Y TUERCAS PAR AROS;E;U;47454
TORPPIM14-LD;TORNILLO PARA PHIBO AXIS CONEXI�N SOBRE PILAR M1.4;LD;U;47455
TORRE HP (TRANS );TORRE HP (TRANS -SOLIDDA);LD;U;47456
TORTADEBANANOX60G;TORTA DE BANANO - PAQ 32 UND;ZF;U;47457
TORTADEZANAHORIAYPASASX60;TORTA DE ZANAHORIA Y PASAS - PAQ 32 UND;ZF;U;47458
TORTANARANJAAMAPOLAX60G;TORTA NARANJA Y AMAPOLA - PAQ 32 UND;ZF;U;47459
TOSCANA;TEXTIL IT3407;LD;M;47460
TOSTONES HAWAIANOS;PLATANO TOSTON HAWAIANOS / FRIED GREEN PLANTAIN BAG X 908 GRS;ZF;BTS;47461
TOT00590521;EQUIPOS MEDICOS;E;BTS;47462
TOT00590574;EQUIPOS MEDICOS;E;BTS;47463
TOT-00590782;AESTHETIC MEDICAL;E;BTS;47464
TOT-00590832;AESTHESTIC MEDICAL;E;BTS;47465
TOT-00590887;AESTHETIC MEDICAL EQUIPAMENT PARTS PIECES AND ACCESORIES OD THESE;E;BTS;47466
TOT00590920;AESTHETIC MEDICAL EQUIPAMEN PARTS;E;BTS;47467
TOTEM LENOVO;TOTEM LENOVO  130X40X40;LD;BTS;47468
TOTEM LENOVO;TOTEM LENOVO 130X40X40;ZF;U;47469
TOTEMS MOTOROLA;TOTEMS MOTOROLA 40X40X95;LD;U;47470
TOUCHDOWN;TEXTILES;LD;M;47471
TOYOTA LAND CRUISER 9006;TOYOTA LAND CRUISER;E;U;47472
TP_SDQ_BSC_U24;TAPA POSTERIOR SDMART DATA QUECTEL BASICA;E;U;47473
TP-0001;MASCARILLA SIMPLE;ZF;U;47474
TP-0002;MASCARILLA - EXT;ZF;U;47475
TP22B00014-;PANEL E CONTROL. CONVERTIDOR ACCESORIOS PARA SISTEMAS DE SEGURIDAD;E;BTS;47476
TPB2100313;REPUESTOS ACCESORIOS PARA MAQUINAS DE COSER MAQUINAS CERRADORAS DE SACOS;E;BTS;47477
TPBME212593NZDO;BIDONES CEREZA SULFITADA SMARTEST TRADING SAS;LD;BTS;47478
TPE-09002212;TPE-09002212 CARL ZEISS VISION COLOMBIA SAS ANTI FOG KIT;E;BTS;47479
TPE10031503;IMP-001324 SINOX GROUP LIMITED;E;CTN;47480
TPE205367429;ELEMENTOS DE SEGURIDAD;LD;BTS;47481
TPE2200172;BATERIAS;E;BTS;47482
TPE2200224;IMPLANTES MEDICOS Y ACCESORIOS;E;BTS;47483
TPE534342;ACCESORIOS LONA SINTETICOS - MP;E;BTS;47484
TPEA114808;GRUPO CONTINENTAL TAPON DE RADIADOR;E;BTS;47485
TPES21115425;KNAP SACK POWER SPRAYER;E;BTS;47486
TPLEXF021-2022;BOLIGRAFOS MARCADORES CRAYONES - FABER CASTELL;E;BTS;47487
TPLEXF125-2021;BOLIGRAFOS;E;BTS;47488
TPLEXF126-2021;MARCADORES - RESALTADORES;E;BTS;47489
TPLEXF127-2021;MARCADORES. PLUMONES Y CRAYONES;E;BTS;47490
TPP21100615;HILADO ACRILICO;E;BTS;47491
TR_438;TORNILLOS SMARTDATA 4 X 3/8;LD;U;47492
TRA-0001891NZDO;SELLADOR - WURTH COLOMBIA;LD;BTS;47493
TRANSMISOR TEMPERATURA;TRANSMISOR TEMPERATURA PIXIS;NE;U;47494
TRASL0001;BOMBAS;LD;U;47495
TRASL0002;PISO;LD;U;47496
TRASL0003;SILLA;LD;U;47497
TRASL0004;CAJON 2 PUERTAS;LD;U;47498
TRASL0006;MUEBLE S PEQUE�OS;LD;U;47499
TRASL0007;REGALOS UNIVERSAL;LD;U;47500
TRASL0008;VIDEO BEAM;LD;U;47501
TRASL0009;PORTA AFICHE;LD;U;47502
TRASL005;STAND 2X2;LD;U;47503
TRASL006;SOFA AZUL;LD;U;47504
TRASL007;CARPA NARANJA 6 X 6;LD;U;47505
TRASL008;CAJA DE BOMBAS;LD;U;47506
TRASL009;CARGADORES HBO;LD;U;47507
TRASL010;VASOS HBO;LD;U;47508
TRAY-4GB-SFP;NON BOM FEATPART ITEM-TELEFONICA 1-CLIENTE INTERNO;LD;U;47509
TR-FC13TNWD - INTERNEXA;M�DULO TRANSCEPTOR �PTICO PARA LA COMUNICACI�N EN RED DE DATOS;E;U;47510
TRIAMDIX FCO X 20 ML;TRIAMDIX FCO X 20 ML CELLS;ZF;U;47511
TRICLABENDAZOL MICRONIZAD;TRICLABENDAZOL MICRONIZAD SFC;NE;GRM;47512
TRIGLET BLACK - 8613;TRIGLET BLACK - 8613 - PASADORES;E;U;47513
TRIGLET BLACK - 8683;TRIGLET BLACK - 8683 - PASADORES;E;U;47514
TRINIDAD;TEXTILES;LD;M;47515
TRINITY;TEXTILES;LD;KG;47516
TRIPLEX;TRIPLEX 15 CRUDO;NE;M3;47517
TRIPOLIFOSFATO DE SODIO;TRIPOLIFOSFATO DE SODIO;NE;KGM;47518
TR-IQ13L-N00 - INTERNEXA;TRANSCEPTOR OPTICO PARA CONEXION A RED DE DATOS CON CABLE (CONVERTIDOR);E;U;47519
TRITAN TX1501;TRITAN TX1501;NE;KGM;47520
TRIVOLI;TEXTILES;LD;M;47521
TRM_PLANO_H;TERMINAL HEMBRA PLANO;LD;U;47522
TRNA22011287;INSTRUMENTOS DE MEDIDA S�SMICA CABLE GE�FONO - LOPEZ HERMANOS GEOTECNIA Y AGUAS;E;BTS;47523
TRNA22011340;MEASURING INSTRIMENTS SEISMIC CABLE ACCESORIES;E;BTS;47524
TRN-G275806;CALZADO 6 CAJAS;E;BTS;47525
TROQUELES;TROQUELES CUCHILLAS;LD;U;47526
TRUDY;TEXTILES;LD;M;47527
TS0002150;ROLLOS DE TELA;E;BTS;47528
TS-874-PRO;NAS QNAP TS-879 PRO(BT-AXURE);LD;U;47529
TSA 03.085-LD;IMPLANTE AUTORROS. AVANTBLAST TSA S3 L8.5 MM;LD;U;47530
TSA 03.100-LD;IMPLANTE AUTORROS. AVANTBLAST TSA S3 L10.0 MM;LD;U;47531
TSA 03.115-LD;IMPLANTE AUTORROS. AVANTBLAST TSA S3 L11.5 MM0;LD;U;47532
TSA 04.100-LD;IMPLANTE AUTORROS. AVANTBLAST TSA S4 L10.0 MM;LD;U;47533
TSA 04.115-LD;IMPLANTE AUTORROS. AVANTBLAST TSA S4 L11.5 MM;LD;U;47534
TSFX847710;TSFX847710 EQUIPOS MEDICOS HOSPIMEDICS;E;BTS;47535
TSH 02.100-LD;IMPLANTE AUTORROS. AVANTBLAST L10.0MM TSH S2;LD;U;47536
TSH 02.115-LD;IMPLANTE AUTORROS. AVANTBLAST L11.5MM TSH S2;LD;U;47537
TSH 03.085-LD;IMPLANTE AUTORROS. AVANTBLAST L8.5MM TSH S3;LD;U;47538
TSH 03.100-LD;IMPLANTE AUTORROS. AVANTBLAST L10.0MM TSH S3;LD;U;47539
TSH 03.115-LD;IMPLANTE AUTORROS. AVANTBLAST L11.5MM TSH S3;LD;U;47540
TSH 04.100-LD;IMPLANTE AUTORROS. AVANTBLAST L10.0MM TSH S4;LD;U;47541
TSH 04.115-LD;IMPLANTE AUTORROS. AVANTBLAST L11.5MM TSH S4;LD;U;47542
T-SHIRT REF 5705;T-SHIRT REF 5705;ZF;U;47543
T-SHIRT REF 5706;T-SHIRT REF 5706;ZF;U;47544
T-SHIRT REF 5709;T-SHIRT REF 5709;ZF;U;47545
T-SHIRT REF 5731;T-SHIRT REF 5731;ZF;U;47546
T-SHIRT REF 5757;T-SHIRT REF 5757;ZF;U;47547
T-SHIRT REF 5758;T-SHIRT REF 5758;ZF;U;47548
T-SHIRT REF 5807;T-SHIRT REF 5807;ZF;U;47549
T-SHIRT REF 5808;T-SHIRT REF 5808;ZF;U;47550
T-SHIRT REF 5830;T-SHIRT REF 5830;ZF;U;47551
T-SHIRT REF 5831;T-SHIRT REF 5831;ZF;U;47552
T-SHIRT REF 7615;T-SHIRT REF 7615;ZF;U;47553
T-SHIRT REF 7654;T-SHIRT REF 7654;ZF;U;47554
T-SHIRT REF 7671;T-SHIRT REF 7671;ZF;U;47555
T-SHIRT REF 7672;T-SHIRT REF 7672;ZF;U;47556
TSHS34-LD;LIBRER�A TSH PHIBO S34;LD;U;47557
TSN2100389;RECAMBIOS ORIGINALES PARA TORNIQUETES - FICHET COLOMBIA;E;BTS;47558
TSN2100436;VALVULA PARA RIN CAMION;E;BTS;47559
TSN2200021;FABRICS - MERCADEO Y MODA;E;BTS;47560
TSN2200030;TELAS - JOHN URIBE E HIJOS;E;BTS;47561
TSN2200067;TELAS-MERCADEO Y MODA;E;BTS;47562
TSNA54876;RUBBER HOSE;E;BTS;47563
TSNA55308;QUIRURJICOS SPINAL NEEDLE;E;BTS;47564
TSNBAN1103005;ASCORBIC ACID;E;BTS;47565
TSNS00082965;ALFOMBRAS POLIESTER Y ARTICULOS DE HOGAR;E;BTS;47566
TSNS00083362;HERRAMIENTAS;E;BTS;47567
